Scheme Name,Address,Tags,Description,1-Bedroom,2-Bedroom,3-Bedroom,Studio,Private Room,Station Info,City
St Dunstans House,"133-137 Fetter Lane, City of London, London, EC4A 1BF","['Furnished', 'Concierge', 'Parcel collection & storage', 'Bike storage', 'Lifts']","St Dunstans House offers well-furnished apartments with an abundance of amenities that create a simple, enjoyable and reliable environment for residents.",2167.0,3250.0,,,,"['Chancery Lane | 0.2 mi', 'Temple Station | 0.3 mi', 'Farringdon | 0.4 mi']",London
The Unison,"36 Churchway, Camden, London, NW1 2AT","['Furnished', 'Parcel collection & storage', 'Lifts', 'CCTV', 'Common area']","Located in a central area of North West London, The Unison is a collection of easily accessible and modern apartments.",2232.0,,,1712.0,,"['London Euston | 0.1 mi', 'Euston | 0.1 mi', 'St Pancras International | 0.3 mi']",London
The Tannery,"1 New Tannery Way, Southwark, London, SE1 5ZW","['Pet friendly', 'Furnished', 'Concierge', 'Parking', 'Parcel collection & storage']","Located in South East London, The Tannery is a Build to Rent that offers spacious living areas, good transportation and convenient amenities.",2145.0,2817.0,,,,"['Bermondsey | 0.7 mi', 'London Bridge | 0.7 mi', 'Wapping | 1.2 mi']",London
Cityscape,"11 Commercial Street, Tower Hamlets, London, E1 6NE","['Furnished', 'Concierge', 'Parking', 'Parcel collection & storage', 'Bike storage']","Located in East London, Cityscape is a Build to Rent that promises a full and exciting life for tenants.",1733.0,3012.0,3683.0,1668.0,,"['Aldgate East | 0.1 mi', 'Aldgate | 0.2 mi', 'Tower Gateway | 0.4 mi']",London
Manhattan Plaza,"18 Williamsburg Plaza, Tower Hamlets, London, E14 9NW","['Furnished', 'Concierge', 'Parking', 'Parcel collection & storage', 'Bike storage']","Located in East London, Manhattan Plaza is a Build to Rent that caters to growth, connection and a fulfilling lifestyle.",1517.0,2167.0,,,,"['Blackwall | 0.2 mi', 'All Saints | 0.2 mi', 'Canary Wharf | 0.4 mi']",London
Circus Apartments,"39 Westferry Circus, Tower Hamlets, London, E14 8RW","['Furnished', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Parking']","Living in such a high-quality, well-located development, residents of Circus Apartments will have access to a host of first-class amenities, various points of interest and a picturesque surrounding landscape.",2505.0,4112.0,,,,"['Westferry | 0.2 mi', 'Canary Wharf | 0.3 mi', 'Limehouse | 0.7 mi']",London
Landmark Pinnacle,"10 Marsh Wall, Tower Hamlets, London, E14 9AB","['Furnished', 'Concierge', 'Parking', 'Parcel collection & storage', 'Bike storage']","Landmark Pinnacle is a prime residential development in East London with a collection of contemporary apartments, promising comfortable living experiences.",2340.0,2903.0,,1950.0,,"['Heron Quays | 0.2 mi', 'Canary Wharf | 0.3 mi', 'Mudchute | 0.9 mi']",London
Ram Quarter,"Wandsworth High Street, Wandsworth, London, SW18 1TH","['Concierge', 'Parking', 'Parcel collection & storage', 'Bike storage', 'Lifts']","Located in South West London, Ram Quarter is a Build to Rent that offers spacious living areas, good transportation and convenient amenities.",1885.0,2167.0,2752.0,1460.0,,"['Wandsworth Town | 0.4 mi', 'East Putney | 0.7 mi', 'Putney Bridge | 1.0 mi']",London
Battersea Power Station,"Circus Road West, Wandsworth, London, SW11 8EZ","['Concierge', 'Onsite management', 'Parking', 'Parcel collection & storage', 'Gym']","Located in South West London, Battersea Power Station is a Build to Rent that covers all the needs of its tenants with an abundance of enthusiasm and resources.",2492.0,3683.0,6500.0,2145.0,,"['Battersea Power Station | 0.2 mi', 'Battersea Park | 0.3 mi', 'Queenstown Road | 0.4 mi']",London
The Italian Building,"41 Dockhead, Southwark, London, SE1 2BS","['Pet friendly', 'Furnished', 'CCTV', 'Controlled access', 'Common area']","Located in South East London, The Italian Building is a new Build to Rent that offers attractive, convenient accommodations and beautiful green communal space.",,,,1800.0,,"['Bermondsey | 0.4 mi', 'London Bridge | 0.6 mi', 'Wapping | 0.7 mi']",London
Rally Building,"68 South Grove, Waltham Forest, London, E17 7FT","['Pet friendly', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Parcel collection & storage']","Situated near multiple transport links, Rally Building delivers convenience and comfort to your daily life. It offers a comprehensive range of amenities and flexible furnishing options.",1250.0,1450.0,,1050.0,,"['St James Street | 0.2 mi', ""Walthamstow Queen's Road | 0.2 mi"", 'Blackhorse Road | 0.7 mi']",London
39 Hill Street,"39 Hill Street, Westminster, London, W1J 5NA","['Pet friendly', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Parcel collection & storage']","Located in West London, 39 Hill Street is a new Build to Rent that promises beautiful scenery and an abundance of amenities.",2925.0,4117.0,7020.0,2167.0,,"['Green Park | 0.3 mi', 'Hyde Park Corner | 0.4 mi', 'Oxford Circus Underground Station | 0.6 mi']",London
Vonder Wembley,"1A Olympic Way, Brent, London, HA9 0NP","['Pet friendly', 'Furnished', 'Concierge', 'Onsite maintenance', 'Onsite management']","Encompassing high-quality apartments with ample space and must-have amenities, Vonder Wembley is a fitting choice for tenants in the modern day.",1775.0,,3000.0,1450.0,,"['Wembley Park | 0.1 mi', 'Wembley Stadium | 0.6 mi', 'Preston Road Station | 1.0 mi']",London
The Lower Riverside,"Tidemill Square, Greenwich, London, SE10 0UE","['Pet friendly', 'Concierge', 'Parking', 'Parcel collection & storage', 'Lifts']","Located in South East London, The Lower Riverside is a new Build to Rent that promotes a comfortable lifestyle with an extensive range of modern amenities.",1800.0,2000.0,2600.0,1500.0,,"['North Greenwich Station | 0.4 mi', 'West Silvertown | 0.6 mi', 'Royal Victoria | 0.8 mi']",London
Hamlet Gardens,"290 King Street, Hammersmith & Fulham, London, W6 0SP","['Pet friendly', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Parking']","Located in West London, Hamlet Gardens is a new Build to Rent that has generous living areas, beneficial amenities and great access to public transport.",2708.0,3380.0,4788.0,,,"['Ravenscourt Park Underground Station | 0.2 mi', 'Stamford Brook | 0.2 mi', 'Turnham Green (Stop KK) | 0.6 mi']",London
Duke Street,"65 Duke Street, Westminster, London, W1K 5NX","['Pet friendly', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Parcel collection & storage']","Located in West London, Duke Street allows tenants to be part of a vibrant community and enjoy convenient amenities along with stylish furniture.",9100.0,11917.0,22967.0,,,"['Bond Street | 0.1 mi', 'Marble Arch | 0.3 mi', 'Oxford Circus Underground Station | 0.4 mi']",London
Green Street,"62 Green Street, Westminster, London, W1K 6RQ","['Pet friendly', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Parcel collection & storage']","Located in West London, Green Street is a new Build to Rent that promises a full and exciting life for tenants.",7800.0,9533.0,16033.0,,,"['Marble Arch | 0.2 mi', 'Bond Street | 0.2 mi', 'Oxford Circus Underground Station | 0.5 mi']",London
Palace Wharf,"Rainville Road, Hammersmith & Fulham, London, W6 9UF","['Pet friendly', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Parking']","Located in West London, Palace Wharf is a new Build to Rent that promises safety, support and additional benefits for tenants.",2817.0,6283.0,7757.0,,,"['Hammersmith | 0.7 mi', 'Barons Court | 0.7 mi', 'Kensington (Olympia) (KPA) | 1.2 mi']",London
Somerset Court,"Lexham Gardens, Kensington and Chelsea, London, W8 6JN","['Pet friendly', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Parcel collection & storage']","Located in West London, Somerset Court is a new Build to Rent that offers attractive, convenient accommodations and beautiful green communal space.",2427.0,4203.0,,,,"[""Earl's Court | 0.3 mi"", 'High Street Kensington | 0.4 mi', 'West Brompton | 0.6 mi']",London
Thornes House,"6-8 Charles Clowes Walk, Wandsworth, London, SW11 7AG","['Concierge', 'Onsite maintenance', 'Onsite management', 'Parking', 'Parcel collection & storage']","Located in South West London, Thornes House is a new Build to Rent that focuses on the most important things in life: Health, amity and convenience.",,4052.0,5417.0,,,"['Nine Elms | 0.2 mi', 'Battersea Power Station | 0.4 mi', 'Vauxhall | 0.5 mi']",London
Edgeley Road,"35 Edgeley Road, Lambeth, London, SW4 6ES","['Furnished', 'CCTV', 'Common area', 'Work area', 'Wifi']","Located in South West London, Edgeley Road is a Co-living facility that offers spacious living areas, good transportation and convenient amenities.",,,,,995.0,"['Clapham High Street | 0.1 mi', 'Clapham North | 0.2 mi', 'Clapham Common | 0.3 mi']",London
Morden Hall,"Morden Hall Road, Merton, London, SM4 5JF","['Furnished', 'CCTV', 'Common area', 'Wifi', 'Communal garden']","Located in Sutton, Morden Hall is a Co-living facility that offers spacious living areas, good transportation and convenient amenities.",,,,,775.0,"['Morden South | 0.6 mi', 'South Merton | 0.7 mi', 'South Wimbledon | 0.9 mi']",London
Islington Apartments,"525 Holloway Road, Islington, London, N19 4BY","['Furnished', 'Parking', 'CCTV', 'Common area', 'Wifi']","Located in North London, Islington Apartments is a new Build to Rent that offers spacious living areas, good transportation and convenient amenities.",5250.0,,,,,"['Upper Holloway | 0.2 mi', 'Archway | 0.5 mi', 'Tufnell Park | 0.6 mi']",London
Fitzrovia Apartments,"78-81 Great Titchfield Street, Westminster, London, W1W 7QS","['Furnished', 'CCTV', 'Common area', 'Wifi', 'Smoke alarms']",Fitzrovia Apartments offers residents with beautifully furnished apartments and a great community in West London.,6067.0,,,,,"['Oxford Circus Underground Station | 0.3 mi', 'Goodge Street | 0.3 mi', 'Piccadilly Circus Station | 0.7 mi']",London
Livinc Southwark,"New Globe Walk 14, Southwark, London, SE1 9DR","['Furnished', 'CCTV', 'Common area', 'Wifi', 'Smoke alarms']","Located on New Globe Walk 14, Southwark, the development is a splendid choice for those seeking a modern lifestyle.",,4500.0,,,,"['Mansion House | 0.4 mi', 'London Blackfriars | 0.4 mi', 'Cannon Street | 0.4 mi']",London
Shoreditch Apartments,"42 Great Eastern Street, Hackney, London, EC2A 3EP","['Furnished', 'CCTV', 'Common area', 'Wifi', 'Smoke alarms']","Located at 42 Great Eastern Street, Hackney, the development is a splendid choice for those seeking a modern lifestyle.",,,6825.0,,,"['Shoreditch High Street | 0.2 mi', 'Old Street | 0.3 mi', 'Liverpool Street Station | 0.4 mi']",London
Bethnal Green,"Bethnal Green, Tower Hamlets, London, E2 6QQ","['CCTV', 'Common area', 'Smoke alarms', 'Bed and mattress', 'Built-in wardrobe']","Located on Bethnal Green, Tower Hamlets, the development is the splendid choice for you who seeking a well-lived life.",1225.0,,,,,"['Bethnal Green | 0.3 mi', 'Hoxton | 0.7 mi', 'Whitechapel Station | 0.8 mi']",London
Appold Court,"Godfrey Place, Tower Hamlets, London, E2 7NT","['Lifts', 'CCTV', 'Controlled access', 'Common area', 'Communal garden']","Located on Godfrey Place, Tower Hamlets, the development is a Build to Rent in East London that caters to growth, connection and a fulfilling lifestyle.",1950.0,2300.0,,,,"['Shoreditch High Street | 0.3 mi', 'Hoxton | 0.3 mi', 'Old Street | 0.5 mi']",London
Blacklock Court,"9 Austin Street, Tower Hamlets, London, E2 7NB","['Lifts', 'CCTV', 'Controlled access', 'Common area', 'Communal garden']","Located at 9 Austin Street, Tower Hamlets, the development is a Build to Rent that caters to growth, connection and a fulfilling lifestyle.",2000.0,2250.0,,,,"['Shoreditch High Street | 0.3 mi', 'Hoxton | 0.3 mi', 'Old Street | 0.5 mi']",London
Zenith House Colindale,"13 Zenith Close, Barnet, London, NW9 6FJ","['Parking', 'Lifts', 'CCTV', 'Controlled access', 'Common area']","Located at 13 Zenith Close, Barnet, the development is a Build to Rent that caters to growth, connection and a fulfilling lifestyle.",,1700.0,,,,"['Colindale | 0.3 mi', 'Burnt Oak | 0.8 mi', 'Hendon | 1.1 mi']",London
Lanhill Road,"Lanhill Road, Westminster, London, W9 2BQ","['Bike storage', 'CCTV', 'Controlled access', 'Common area', 'Roof terrace']","Located on Lanhill Road, Westminster, the development is a Build to Rent that caters to growth, connection and a fulfilling lifestyle.",,2249.0,,,,"['Westbourne Park | 0.4 mi', 'Maida Vale | 0.5 mi', ""Queen's Park | 0.6 mi""]",London
Riverside Quarter,"5 Eastfields Avenue, Wandsworth, London, SW18 1FU","['Concierge', 'Onsite management', 'Parking', 'Parcel collection & storage', 'Bike storage']","Located at 5 Eastfields Avenue, Wandsworth, the development is a Build to Rent that caters to growth, connection and a fulfilling lifestyle.",1500.0,2500.0,,,,"['Wandsworth Town | 0.4 mi', 'East Putney | 0.7 mi', 'Putney Bridge | 0.7 mi']",London
Greenview Court,"Bridge Road, Ealing, London, UB2 4WS","['Concierge', 'Onsite management', 'Parking', 'Parcel collection & storage', 'Lifts']","Located on Bridge Road, Ealing, the development is a Build to Rent that caters to growth, connection and a fulfilling lifestyle.",1350.0,1495.0,2100.0,,,"['Southall | 0.2 mi', 'Hanwell | 1.7 mi']",London
Pioneer Court,"50 Hammersley Road, Newham, London, E16 1RA","['Furnished', 'Parking', 'Parcel collection & storage', 'Lifts', 'CCTV']","Located at 50 Hammersley Road, Newham, the development is a Build to Rent that caters to growth, connection and a fulfilling lifestyle.",,1750.0,,,,"['Canning Town | 0.5 mi', 'Royal Victoria | 0.5 mi', 'West Ham | 1.0 mi']",London
131 Cotton Avenue,"131 Cotton Avenue, Ealing, London, W3 6YG","['Onsite maintenance', 'Onsite management', 'Parking', 'Parcel collection & storage', 'CCTV']","Located at 131 Cotton Avenue, Ealing, the development is a Build to Rent that caters to growth, connection and a fulfilling lifestyle.",1175.0,,,,,"['Acton Main Line | 0.3 mi', 'North Acton | 0.4 mi', 'East Acton Station | 0.5 mi']",London
Palm Court,"40-42 Fitzjohns Avenue, Camden, London, NW3 5LY","['Onsite maintenance', 'Onsite management', 'Parcel collection & storage', 'CCTV', 'Common area']","Located at 40-42 Fitzjohns Avenue, Camden, the development is a Build to Rent that caters to growth, connection and a fulfilling lifestyle.",,2125.0,,,,"['Finchley Road | 0.2 mi', 'Finchley Road & Frognal | 0.3 mi', 'Swiss Cottage | 0.4 mi']",London
St Peters Court,"99 Cephas Street, Tower Hamlets, London, E1 4AE","['Onsite maintenance', 'Onsite management', 'Parking', 'Parcel collection & storage', 'Bike storage']","Located at 99 Cephas Street, Tower Hamlets, the development is a Build to Rent in East London that caters to growth, connection and a fulfilling lifestyle.",1500.0,1850.0,2200.0,,,"['Stepney Green Station | 0.2 mi', 'Bethnal Green | 0.3 mi', 'Whitechapel Station | 0.6 mi']",London
Electric Lofts,"9 - 11 London Lane, Hackney, London, E8 3PR","['Onsite maintenance', 'Onsite management', 'Parcel collection & storage', 'Bike storage', 'CCTV']",Electric Lofts offers residents spacious and modern homes that are within close proximity to different amenities and transport links.,,,2675.0,,,"['Hackney Central | 0.4 mi', 'Dalston Kingsland | 1.0 mi']",London
68 Arodene Road,"68 Arodene Road, Lambeth, London, SW2 2BH","['Onsite maintenance', 'Onsite management', 'Parcel collection & storage', 'CCTV', 'Common area']",68 Arodene Road offers residents cosy and modern homes that are within close proximity to different amenities and transport links.,,,,1025.0,,"['Herne Hill | 0.7 mi', 'Brixton | 0.8 mi', 'Clapham North | 1.0 mi']",London
